pid	color	check	severity	drive	store	detail
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Soft_Pink_Back_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Black_DirectSide_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Vintage_Brown_DirectSide_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Vintage_Red_DirectSide_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Vintage_Denim_DirectSide_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Forest_Front_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Dark_Grey_Front_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Black_Front_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Vintage_Red_Front_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Vintage_Black_Back_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Forest_Back_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Navy_DirectSide_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Maroon_DirectSide_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Athletic_Heather_DirectSide_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Soft_Pink_DirectSide_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Vintage_Navy_DirectSide_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Maroon_Front_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Toast_Back_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_White_Back_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Toast_Front_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Vintage_Denim_Front_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Vintage_White_DirectSide_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Vintage_Denim_Back_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Navy_Back_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_White_Front_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Vintage_Red_Back_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Soft_Pink_Front_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_Vintage_Black_DirectSide_High.jpg" doesn't match pid prefix
3010		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3010_White_DirectSide_High.jpg" doesn't match pid prefix
3480		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3480_Teal_Front_High.jpg" doesn't match pid prefix
3480		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3480_Black_Side_High.jpg" doesn't match pid prefix
3480		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3480_Teal_Side_High.jpg" doesn't match pid prefix
3480		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3480_White_Side_High.jpg" doesn't match pid prefix
3480		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3480_Green_Triblend_Side_High.jpg" doesn't match pid prefix
3480		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3480_Green_Triblend_Front_High.jpg" doesn't match pid prefix
3480		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3480_Asphalt_Side_High.jpg" doesn't match pid prefix
3480		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3480_Teal_Back_High.jpg" doesn't match pid prefix
3480		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3480_Orange_Front_High.jpg" doesn't match pid prefix
3480		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3480_Orange_Back_High.jpg" doesn't match pid prefix
3480		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3480_Green_Triblend_Back_High.jpg" doesn't match pid prefix
3480		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3480_Navy_Front_High.jpg" doesn't match pid prefix
3480		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3480_Orange_Side_High.jpg" doesn't match pid prefix
3480		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3480_Navy_Back_High.jpg" doesn't match pid prefix
3480		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3480_White_Back_High.jpg" doesn't match pid prefix
3480		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3480_Asphalt_Back_High.jpg" doesn't match pid prefix
3480		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3480_White_Front_High.jpg" doesn't match pid prefix
3480		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_3480_Asphalt_Front_High.jpg" doesn't match pid prefix
6003		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_6003_Athletic_Heather_DirectSide_High.jpg" doesn't match pid prefix
6003		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_6003_Black_DirectSide_High.jpg" doesn't match pid prefix
6003		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_6003_White_Back_High.jpg" doesn't match pid prefix
6003		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_6003_Dark_Grey_Heather_Front_High.jpg" doesn't match pid prefix
6003		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_6003_Black_Back_High.jpg" doesn't match pid prefix
6003		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_6003_White_DirectSide_High.jpg" doesn't match pid prefix
6003		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_6003_Athletic_Heather_Back_High.jpg" doesn't match pid prefix
6003		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_6003_White_Front_High.jpg" doesn't match pid prefix
6003		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_6003_Athletic_Heather_Front_High.jpg" doesn't match pid prefix
6008		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_6008_Red_DirectSide_High.jpg" doesn't match pid prefix
6008		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_6008_Dark_Grey_Heather_DirectSide_High.jpg" doesn't match pid prefix
6008		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_6008_Red_Front_High.jpg" doesn't match pid prefix
6008		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_6008_Navy_Front_High.jpg" doesn't match pid prefix
6008		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_6008_True_Royal_Front_High.jpg" doesn't match pid prefix
6008		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_6008_True_Royal_DirectSide_High.jpg" doesn't match pid prefix
6008		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_6008_Teal_DirectSide_High.jpg" doesn't match pid prefix
6008		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_6008_True_Royal_Back_High.jpg" doesn't match pid prefix
6008		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_6008_Teal_Back_High.jpg" doesn't match pid prefix
6008		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_6008_Dark_Grey_Heather_Back_High.jpg" doesn't match pid prefix
6008		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_6008_Red_Back_High.jpg" doesn't match pid prefix
6008		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_6008_Dark_Grey_Heather_Front_High.jpg" doesn't match pid prefix
6008		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_6008_Black_Front_High.jpg" doesn't match pid prefix
6008		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_6008_Black_Back_High.jpg" doesn't match pid prefix
6008		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_6008_Athletic_Heather_Back_High.jpg" doesn't match pid prefix
6008		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_6008_Black_DirectSide_High.jpg" doesn't match pid prefix
6008		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_6008_Athletic_Heather_Front_High.jpg" doesn't match pid prefix
6008		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_6008_White_Front_High.jpg" doesn't match pid prefix
6008		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_6008_White_Back_High.jpg" doesn't match pid prefix
6008		CROSS-POLLUTION	high	1	-	Drive file "BELLA_+_CANVAS_6008_Athletic_Heather_DirectSide_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Blue_Jean_Front_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Blue_Jean_DirectSide_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Pepper_Back_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Peachy_Front_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Crimson_Front_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Black_Front_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Hydrangea_DirectSide_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Butter_Front_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Ivory_Front_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Peachy_Back_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Hydrangea_Front_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Butter_DirectSide_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Grey_Front_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Crimson_Back_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Grey_Back_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Peachy_DirectSide_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Ivory_DirectSide_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Blue_Jean_Back_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_White_Back_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_White_DirectSide_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Pepper_DirectSide_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Neon_Violet_Back_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Espresso_Front_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Hydrangea_Back_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Espresso_DirectSide_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Grey_DirectSide_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Neon_Violet_DirectSide_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Black_Back_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Ivory_Back_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Espresso_Back_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Neon_Violet_Front_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Butter_Back_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Pepper_Front_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Black_DirectSide_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_White_Front_High.jpg" doesn't match pid prefix
1466		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1466_Crimson_DirectSide_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_Peachy_DirectSide_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_Pepper_Front_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_Peachy_Back_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_Pepper_Back_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_Pepper_DirectSide_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_Crimson_Back_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_Grey_DirectSide_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_White_DirectSide_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_White_Front_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_Hydrangea_DirectSide_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_Black_Front_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_Ivory_Front_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_Black_DirectSide_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_Hydrangea_Front_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_Butter_Front_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_Ivory_DirectSide_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_Crimson_DirectSide_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_Grey_Back_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_Ivory_Back_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_Neon_Violet_DirectSide_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_Peachy_Front_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_Black_Back_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_Neon_Violet_Front_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_White_Back_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_Butter_DirectSide_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_Butter_Back_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_Blue_Jean_DirectSide_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_Neon_Violet_Back_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_Grey_Front_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_Blue_Jean_Back_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_Hydrangea_Back_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_Blue_Jean_Front_High.jpg" doesn't match pid prefix
1467		CROSS-POLLUTION	high	1	-	Drive file "Comfort_Colors_1467_Crimson_Front_High.jpg" doesn't match pid prefix
5000	Sapphire	STORE-DRIFT	medium	1	0	Back: expected 1, store has 0
5000	Sapphire	STORE-DRIFT	medium	2	0	Side: expected 2, store has 0
5000	Sky	STORE-DRIFT	medium	1	0	Front: expected 1, store has 0
5000	Sky	STORE-DRIFT	medium	1	0	Back: expected 1, store has 0
5000	Sky	STORE-DRIFT	medium	2	0	Side: expected 2, store has 0
5000	Sport Grey	STORE-DRIFT	medium	1	0	Front: expected 1, store has 0
5000	Sport Grey	STORE-DRIFT	medium	1	0	Back: expected 1, store has 0
5000	Sport Grey	STORE-DRIFT	medium	2	0	Side: expected 2, store has 0
5000	Tangerine	STORE-DRIFT	medium	1	0	Front: expected 1, store has 0
5000	Tangerine	STORE-DRIFT	medium	1	0	Back: expected 1, store has 0
5000	Tangerine	STORE-DRIFT	medium	2	0	Side: expected 2, store has 0
5000	Tennessee Orange	STORE-DRIFT	medium	1	0	Front: expected 1, store has 0
5000	Tennessee Orange	STORE-DRIFT	medium	1	0	Back: expected 1, store has 0
5000	Tennessee Orange	STORE-DRIFT	medium	2	0	Side: expected 2, store has 0
5000	Texas Orange	STORE-DRIFT	medium	1	0	Front: expected 1, store has 0
5000	Texas Orange	STORE-DRIFT	medium	1	0	Back: expected 1, store has 0
5000	Texas Orange	STORE-DRIFT	medium	2	0	Side: expected 2, store has 0
5000	Tropical Blue	STORE-DRIFT	medium	1	0	Front: expected 1, store has 0
5000	Tropical Blue	STORE-DRIFT	medium	1	0	Back: expected 1, store has 0
5000	Tropical Blue	STORE-DRIFT	medium	2	0	Side: expected 2, store has 0
5000	Turf Green	STORE-DRIFT	medium	1	0	Front: expected 1, store has 0
5000	Turf Green	STORE-DRIFT	medium	1	0	Back: expected 1, store has 0
5000	Turf Green	STORE-DRIFT	medium	2	0	Side: expected 2, store has 0
5000	Tweed	STORE-DRIFT	medium	1	0	Front: expected 1, store has 0
5000	Tweed	STORE-DRIFT	medium	1	0	Back: expected 1, store has 0
5000	Tweed	STORE-DRIFT	medium	2	0	Side: expected 2, store has 0
5000	Violet	STORE-DRIFT	medium	1	0	Front: expected 1, store has 0
5000	Violet	STORE-DRIFT	medium	1	0	Back: expected 1, store has 0
5000	Violet	STORE-DRIFT	medium	2	0	Side: expected 2, store has 0
5000	White	STORE-DRIFT	medium	1	0	Front: expected 1, store has 0
5000	White	STORE-DRIFT	medium	1	0	Back: expected 1, store has 0
5000	White	STORE-DRIFT	medium	2	0	Side: expected 2, store has 0
5000	antique jade dome	STORE-EXTRA-COLOR	medium	0	?	Store has media for color "antique jade dome" but BR has no such variant
5000	antique orange	STORE-EXTRA-COLOR	medium	0	?	Store has media for color "antique orange" but BR has no such variant
5000	aquatic	STORE-EXTRA-COLOR	medium	0	?	Store has media for color "aquatic" but BR has no such variant
5000	berry	STORE-EXTRA-COLOR	medium	0	?	Store has media for color "berry" but BR has no such variant
5000	blackberry	STORE-EXTRA-COLOR	medium	0	?	Store has media for color "blackberry" but BR has no such variant
5000	blue dusk	STORE-EXTRA-COLOR	medium	0	?	Store has media for color "blue dusk" but BR has no such variant
5000	brown savana	STORE-EXTRA-COLOR	medium	0	?	Store has media for color "brown savana" but BR has no such variant
5000	cobalt	STORE-EXTRA-COLOR	medium	0	?	Store has media for color "cobalt" but BR has no such variant
5000	dusty rose	STORE-EXTRA-COLOR	medium	0	?	Store has media for color "dusty rose" but BR has no such variant
5000	electric green	STORE-EXTRA-COLOR	medium	0	?	Store has media for color "electric green" but BR has no such variant
5000	lilac	STORE-EXTRA-COLOR	medium	0	?	Store has media for color "lilac" but BR has no such variant
5000	midnight	STORE-EXTRA-COLOR	medium	0	?	Store has media for color "midnight" but BR has no such variant
5000	neon blue	STORE-EXTRA-COLOR	medium	0	?	Store has media for color "neon blue" but BR has no such variant
5000	neon green	STORE-EXTRA-COLOR	medium	0	?	Store has media for color "neon green" but BR has no such variant
5000	russet	STORE-EXTRA-COLOR	medium	0	?	Store has media for color "russet" but BR has no such variant
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Loden-_Black_Back_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Khaki-_Coffee_DirectSide_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Heather_Grey-_Black_Back_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Black-_Vegas_Gold_Front_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Heather_Grey-_Dark_Green_Back_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Charcoal-_Navy_Back_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Dark_Green-_White_Front_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Dark_Green-_White_Back_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Heather_Grey-_Light_Grey_DirectSide_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Charcoal-_Royal_Back_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Heather_Grey-_Royal_DirectSide_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Black-_Vegas_Gold_Back_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Brown-_Khaki_Back_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Charcoal-_Neon_Green_Front_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Columbia_Blue-_White_Back_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Black-_White_Front_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Charcoal-_Neon_Green_Back_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Grey-_Charcoal-_Black_Back_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Charcoal-_Neon_Blue_DirectSide_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Carmel-_Black_DirectSide_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_White_Front_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Charcoal-_White_Front_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Charcoal-_Black_DirectSide_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Heather_Grey-_Navy_Front_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Charcoal-_Navy_Front_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Heather_Grey-_Light_Grey_Back_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Carmel-_Black_Back_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Grey-_Charcoal-_Black_DirectSide_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Heather_Grey-_Dark_Green_DirectSide_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Black-_White-_Red_Front_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Columbia_Blue-_White_Front_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Charcoal-_Black_Front_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Charcoal-_Neon_Orange_DirectSide_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Charcoal-_Red_Back_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Charcoal-_Red_Front_High.jpg" doesn't match pid prefix
112		CROSS-POLLUTION	high	1	-	Drive file "Richardson_112_Charcoal-_Neon_Orange_Front_High.jpg" doesn't match pid prefix
